Name Equat Polar BlueF GreenF RedF Size RadialVelocity
DG5649 81.2873 53.5451 1.962e-17 1.657e-17 6.89e-18 74.764 1012.82
DG5650 80.9349 53.6533 2.188e-17 1.555e-17 7.185e-18 66.6438 1013.85
DG5651 81.0622 53.8526 2.609e-17 2.178e-17 9.296e-18 67.169 1013.75
DG5652 81.3466 53.8637 1.509e-17 1.024e-17 5.171e-18 73.0236 1014.18
DG5653 81.2814 53.7079 1.636e-17 1.495e-17 7.059e-18 57.1565 1014.78
DG0070 245.1993 57.864 8.028e-18 5.883e-18 2.812e-18 78.3076 1542.74
DG0071 245.1978 57.8408 6.906e-18 6.013e-18 2.701e-18 53.3898 1541.73
DG0072 245.1839 57.9838 7.047e-18 5.725e-18 2.654e-18 41.8659 1543.52
DG0073 245.0564 57.8368 6.886e-18 5.512e-18 2.68e-18 37.8472 1543.22
DG0074 245.1064 57.7721 9.685e-18 8.232e-18 3.342e-18 41.3363 1541.51
DG0075 245.2542 57.8489 1.026e-17 8.148e-18 3.735e-18 37.0351 1542.06
DG0177 239.6223 77.4412 9.487e-17 7.574e-17 2.411e-17 250.5518 780.93
DG0178 239.2222 77.6162 3.928e-17 2.974e-17 1.474e-17 92.9136 780.17
DG0179 239.2951 77.2027 3.938e-17 2.987e-17 1.533e-17 95.8368 781.0
DG0180 239.4796 76.7726 2.641e-17 2.056e-17 9.182e-18 105.087 782.47
DG0181 239.345 77.3416 3.426e-17 2.589e-17 1.051e-17 71.2332 781.43
DG0182 239.4975 77.7301 2.407e-17 2.259e-17 1.023e-17 152.7531 784.48
DG0183 239.6076 77.5117 3.613e-17 3.146e-17 1.525e-17 89.8393 783.6
DG0184 239.7396 77.0827 3.343e-17 2.96e-17 1.07e-17 76.5618 780.19
DG0185 239.5423 77.7607 2.879e-17 2.22e-17 1.036e-17 136.6244 779.23
DG0186 239.7515 77.1659 3.384e-17 2.775e-17 1.245e-17 85.4559 780.06
DG0187 239.462 77.7522 3.575e-17 2.659e-17 1.25e-17 98.2767 783.89
DG0188 240.09 77.3051 3.819e-17 3.502e-17 1.387e-17 94.4621 780.23
DG0189 239.3357 77.9074 3.787e-17 3.23e-17 1.442e-17 86.623 782.43
DG0190 239.3835 77.505 3.847e-17 2.569e-17 1.273e-17 81.2153 780.65
DG0191 239.5699 77.1073 3.929e-17 3.057e-17 1.453e-17 89.112 781.01
DG0192 239.7863 77.0106 3.578e-17 2.848e-17 1.291e-17 89.1386 779.48
DG0300 262.5614 63.2234 4.678e-17 4.162e-17 2.068e-17 123.0463 518.31
DG0428 289.9993 49.4493 8.933e-17 6.723e-17 2.917e-17 189.4492 416.77
DG0447 233.8647 117.0056 1.519e-16 1.021e-16 4.066e-17 171.3661 555.81
DG0448 234.0103 116.741 5.904e-17 4.232e-17 1.795e-17 105.351 554.41
DG0449 234.1858 117.1978 6.191e-17 5.193e-17 2.113e-17 110.4111 554.02
DG0450 234.3953 117.6691 5.333e-17 4.322e-17 1.899e-17 94.4271 551.73
DG0451 233.9749 117.3832 4.197e-17 2.964e-17 1.492e-17 114.97 555.06
DG0452 233.7711 116.7944 5.793e-17 4.711e-17 2.133e-17 112.5603 551.77
DG0453 233.5825 117.1835 4.131e-17 3.295e-17 1.499e-17 173.8873 555.14
DG0454 233.7059 116.9785 5.291e-17 4.902e-17 2.314e-17 131.7658 551.98
DG0455 233.455 116.4875 7.386e-17 6.581e-17 2.298e-17 114.7808 554.82
DG0456 234.0443 117.0539 5.739e-17 4.883e-17 2.167e-17 126.9139 551.07
DG0457 233.7016 117.4793 5.471e-17 4.878e-17 2.048e-17 130.814 554.26
DG0458 233.5736 117.3514 5.307e-17 3.993e-17 1.908e-17 113.8275 554.24
DG0459 233.2619 117.4801 6.05e-17 5.19e-17 2.274e-17 126.0061 551.79
DG0460 233.1437 117.2896 6.026e-17 5.234e-17 2.352e-17 128.5 555.17
DG0461 233.5074 116.6347 5.383e-17 4.109e-17 1.895e-17 108.2582 557.15
DG0462 233.439 116.7521 5.634e-17 4.955e-17 2.278e-17 101.3523 556.67
DG0531 311.9278 66.6764 1.353e-17 1.27e-17 5.82e-18 57.1748 1307.6
DG0532 311.887 66.6696 9.954e-18 6.968e-18 3.504e-18 54.1063 1308.1
DG0533 311.9915 66.7044 1.008e-17 8.093e-18 3.452e-18 61.4021 1307.89
DG0534 236.6994 52.8023 1.218e-17 9.674e-18 4.52e-18 120.8015 1106.56
DG0535 236.5338 52.8525 1.654e-17 1.375e-17 6.646e-18 50.6 1107.49
DG0536 236.5512 52.8269 1.707e-17 1.394e-17 6.121e-18 50.7429 1105.44
DG0537 236.6087 52.7082 2.392e-17 2.099e-17 7.699e-18 67.2382 1107.89
DG0538 236.8572 52.6684 1.739e-17 1.421e-17 6.18e-18 62.0149 1104.81
DG0539 236.538 52.8977 1.972e-17 1.578e-17 6.661e-18 62.1145 1107.07
DG0540 236.7945 52.7616 1.756e-17 1.631e-17 7.289e-18 57.3503 1107.25
DG0550 293.7844 107.4508 2.445e-17 1.943e-17 7.683e-18 69.5986 902.48
DG0551 293.7847 107.4439 2.36e-17 2.04e-17 8.871e-18 71.6706 902.86
DG0553 277.3298 111.0138 9.157e-17 7.226e-17 2.519e-17 247.2117 692.25
DG0554 277.6172 110.7423 5.138e-17 4.059e-17 1.641e-17 83.4189 693.59
DG0555 277.0004 110.9085 3.363e-17 3.105e-17 1.376e-17 89.173 693.63
DG0556 277.5094 111.0242 3.624e-17 3.179e-17 1.413e-17 87.8268 693.97
DG0557 277.2155 111.153 3.229e-17 3.009e-17 1.189e-17 78.8413 691.83
DG0558 277.2822 111.1142 3.651e-17 2.969e-17 1.229e-17 86.2847 691.64
DG0559 277.2866 110.7374 3.432e-17 2.556e-17 1.238e-17 81.1862 694.29
DG0560 277.4517 111.0133 3.975e-17 2.94e-17 1.304e-17 94.241 694.15
DG0561 277.3539 110.7205 3.494e-17 3.086e-17 1.359e-17 90.3506 693.6
DG0562 277.5531 111.25 3.881e-17 3.26e-17 1.393e-17 95.45 691.38
DG0563 270.8417 123.8422 1.127e-17 9.694e-18 4.114e-18 55.7778 1432.62
DG0564 270.9251 123.8217 1.195e-17 1e-17 4.805e-18 51.9717 1432.44
DG0565 270.8329 123.7664 1.129e-17 8.975e-18 4.051e-18 39.2268 1431.93
DG0787 309.577 110.5939 2.069e-17 1.598e-17 7.093e-18 85.6871 917.62
DG0884 243.5868 105.9463 2.529e-17 2.02e-17 9.771e-18 141.0451 692.71
DG0885 243.7436 106.0649 4.2e-17 2.99e-17 1.418e-17 92.5123 691.33
DG0886 243.5921 105.879 3.342e-17 2.747e-17 1.308e-17 94.7502 692.46
DG0887 243.599 105.9359 2.651e-17 2.061e-17 8.488e-18 100.9622 692.11
DG0888 243.7614 106.0406 3.594e-17 2.999e-17 1.438e-17 98.3399 692.25
DG0889 258.3175 84.1212 1.146e-17 8.322e-18 4.231e-18 166.6065 1080.25
DG0890 258.2902 83.9254 1.925e-17 1.658e-17 6.941e-18 62.8708 1078.47
DG0891 258.451 83.9423 1.847e-17 1.539e-17 6.6e-18 80.8623 1081.32
DG0892 258.5002 84.0461 2.592e-17 2.199e-17 8.293e-18 70.0415 1078.25
DG0893 258.1364 84.2291 1.902e-17 1.62e-17 6.994e-18 67.0912 1079.19
DG0894 258.3503 84.0533 1.855e-17 1.545e-17 6.041e-18 55.0206 1081.53
DG0895 258.3625 84.1927 2.74e-17 1.981e-17 8.51e-18 64.5878 1081.43
DG0896 258.2494 84.3134 1.744e-17 1.414e-17 6.448e-18 54.6326 1078.68
DG0897 258.2815 84.0627 1.72e-17 1.364e-17 6.367e-18 54.5951 1079.5
DG1060 253.6471 65.3062 1.005e-16 7.658e-17 3.546e-17 178.2921 327.71
DG1069 295.8748 51.1179 7.972e-17 4.981e-17 2.2e-17 161.7328 830.3
DG1070 296.1059 50.6618 2.386e-17 1.901e-17 1.043e-17 70.9757 827.2
DG1071 296.2485 51.1823 2.911e-17 2.298e-17 1.096e-17 83.451 828.74
DG1072 295.946 51.4887 2.742e-17 2.282e-17 9.06e-18 72.5898 830.89
DG1073 295.4293 50.8302 3.696e-17 3.189e-17 1.202e-17 74.7104 828.44
DG1074 295.3202 50.9528 2.77e-17 2.398e-17 1.099e-17 113.7134 831.4
DG1075 296.0434 50.9123 3.109e-17 2.376e-17 1.072e-17 77.1521 829.92
DG1076 295.8678 50.9487 2.229e-17 1.858e-17 7.726e-18 131.7138 831.81
DG1077 296.0715 51.4718 2.45e-17 2.306e-17 1.012e-17 104.1842 830.66
DG1078 295.6893 50.9803 1.837e-17 1.49e-17 6.957e-18 133.7536 826.62
DG1079 295.8791 51.4062 2.844e-17 2.103e-17 9.562e-18 72.8243 827.05
DG1080 296.2958 50.8029 4.503e-17 3.17e-17 1.424e-17 81.2636 828.84
DG1081 296.1571 51.2195 2.742e-17 2.188e-17 9.567e-18 61.6537 828.87
DG1082 295.6736 51.4699 3.019e-17 2.022e-17 9.965e-18 63.347 831.47
DG1083 295.6999 50.9274 1.967e-17 1.577e-17 6.883e-18 89.3867 831.83
DG1084 295.578 51.0112 3.018e-17 2.341e-17 1.189e-17 82.1142 830.24
DG1091 307.9151 55.7393 3.141e-15 2.362e-15 8.341e-16 1201.8633 129.34
DG1092 304.4904 54.4735 1.263e-15 9.497e-16 4.098e-16 566.2061 129.63
DG1093 311.3911 57.2897 1.135e-15 8.903e-16 3.996e-16 526.2484 133.49
DG1094 309.5642 53.5574 1.07e-15 8.888e-16 3.963e-16 472.9797 129.48
DG1095 309.333 54.7611 9.442e-16 7.788e-16 3.275e-16 396.3099 133.51
DG1096 306.7356 56.3727 7.481e-16 5.714e-16 2.696e-16 806.0702 132.47
DG1097 306.3764 57.7178 7.73e-16 6.711e-16 2.659e-16 688.1414 133.72
DG1098 305.7304 56.4095 1.176e-15 8.455e-16 4.21e-16 531.4618 132.03
DG1099 307.9463 56.3749 9.129e-16 7.735e-16 3.418e-16 1147.0857 134.38
DG1100 310.339 54.4786 1.232e-15 9.691e-16 3.732e-16 494.4665 134.18
DG1101 309.2238 54.7223 1.205e-15 1.016e-15 4.251e-16 670.4107 133.72
DG1102 308.2064 55.1884 8.404e-16 5.867e-16 2.932e-16 1197.773 133.99
DG1103 309.8852 54.8033 1.119e-15 9.047e-16 4.5e-16 553.2671 133.13
DG1104 305.1555 54.362 1.363e-15 9.892e-16 4.976e-16 611.9348 133.52
DG1105 310.6925 56.7953 1.146e-15 8.703e-16 3.632e-16 446.4854 131.18
DG1106 308.0234 56.143 1.047e-15 8.506e-16 4.039e-16 612.4264 133.48
DG1107 308.1591 58.5189 1.245e-15 9.638e-16 3.889e-16 626.3559 129.74
DG1108 236.1085 67.8413 4.955e-17 3.89e-17 1.895e-17 139.8305 505.9
DG1175 311.3861 102.5077 2.163e-16 1.765e-16 8.795e-17 305.6007 233.98
DG1191 237.1873 79.2164 1.127e-17 9.835e-18 4.13e-18 85.6327 1192.51
DG1192 237.2861 79.1793 1.932e-17 1.659e-17 6.244e-18 57.4727 1191.84
DG1193 237.3104 79.1927 1.446e-17 1.174e-17 6.04e-18 56.4125 1191.96
DG1194 237.1178 79.225 1.429e-17 1.289e-17 6.125e-18 60.9212 1192.1
DG1195 237.1392 79.2616 1.504e-17 1.052e-17 4.983e-18 46.7296 1190.99
DG1196 237.2656 79.2177 1.355e-17 1.125e-17 4.861e-18 48.0656 1192.64
DG1220 231.7285 81.9948 8.432e-17 6.703e-17 2.562e-17 174.3196 792.11
DG1221 231.3638 82.1017 2.638e-17 2.041e-17 8.395e-18 103.4633 791.19
DG1222 232.0024 82.1371 3.433e-17 2.539e-17 1.143e-17 79.4034 792.6
DG1223 231.9853 82.2705 3.186e-17 2.603e-17 1.099e-17 89.2735 791.85
DG1224 231.3479 81.975 3.259e-17 2.781e-17 1.297e-17 102.711 790.38
DG1225 231.8926 81.839 4.073e-17 2.751e-17 1.353e-17 96.3165 791.97
DG1226 231.8149 81.7576 2.352e-17 2.033e-17 8.205e-18 104.0439 791.79
DG1227 231.9415 81.6358 3.32e-17 2.623e-17 1.14e-17 89.2676 791.41
DG1228 232.0055 81.9131 5.158e-17 3.635e-17 1.582e-17 98.0643 789.93
DG1229 231.9012 81.8479 3.347e-17 2.922e-17 1.405e-17 90.2998 789.44
DG1230 231.6624 82.1841 3.688e-17 3.191e-17 1.389e-17 91.2808 794.02
DG1236 253.9836 48.8951 1.699e-17 1.34e-17 6.017e-18 82.3857 910.32
DG1237 253.8976 48.8096 2.011e-17 1.364e-17 6.368e-18 69.0755 910.26
DG1238 253.8193 48.7498 2.663e-17 1.972e-17 8.747e-18 69.3665 910.87
DG1266 263.9368 110.9082 5.653e-18 4.854e-18 2.33e-18 39.5213 1653.08
DG1267 298.3211 53.8004 8.41e-17 6.479e-17 2.777e-17 133.9116 551.58
DG1268 298.4317 53.8199 4.709e-17 3.626e-17 1.959e-17 203.3843 552.22
DG1296 269.1003 108.7197 7.51e-18 6.967e-18 3.488e-18 56.2082 1363.24
DG1305 312.5486 72.4991 1.899e-17 1.328e-17 5.796e-18 119.73 920.25
DG1306 312.4275 72.4341 2.095e-17 1.612e-17 7.088e-18 60.6172 920.8
DG1307 312.5037 72.6702 2.107e-17 1.857e-17 8.152e-18 64.9845 920.3
DG1308 312.6178 72.556 2.14e-17 1.683e-17 7.864e-18 66.192 919.3
DG1309 312.5507 72.6142 2.318e-17 1.959e-17 8.522e-18 76.2376 918.62
DG1310 312.5064 72.5104 2.336e-17 1.926e-17 8.879e-18 75.5674 918.91
DG1450 232.5867 71.1566 4.112e-17 3.377e-17 1.725e-17 217.6261 572.73
DG1451 232.5276 71.0911 6.025e-17 5.101e-17 2.051e-17 101.0697 572.61
DG1538 253.1558 71.1502 1.29e-16 1.069e-16 4.352e-17 404.7863 295.67
DG1539 253.3474 70.9172 1.937e-16 1.676e-16 7.056e-17 203.4282 294.93
DG1540 253.2974 71.1439 1.83e-16 1.478e-16 6.345e-17 199.7225 293.6
DG1541 252.7185 70.6509 2.829e-16 2.152e-16 7.582e-17 211.9983 294.09
DG1542 252.9802 70.9578 2.768e-16 2.117e-16 7.731e-17 225.7304 294.05
DG1543 253.2741 71.3727 1.85e-16 1.303e-16 6.449e-17 194.8535 294.41
DG1544 252.884 70.5408 2.027e-16 1.414e-16 6.414e-17 171.793 294.3
DG1628 289.6176 60.488 6.352e-18 5.573e-18 2.276e-18 47.0357 1615.18
DG1676 237.8408 51.6 4.644e-17 3.328e-17 1.191e-17 98.0314 1206.45
DG1677 237.4728 51.5338 1.733e-17 1.537e-17 7.369e-18 58.3379 1205.07
DG1678 237.8101 51.3926 1.657e-17 1.324e-17 6.501e-18 45.4444 1202.79
DG1679 238.0917 51.6646 1.706e-17 1.458e-17 7.002e-18 61.8853 1206.33
DG1680 238.0182 51.4035 1.525e-17 1.317e-17 5.847e-18 43.8536 1204.3
DG1681 237.6002 51.7798 1.148e-17 8.665e-18 4.794e-18 62.6264 1206.38
DG1682 237.8189 51.6783 1.829e-17 1.539e-17 6.902e-18 65.8001 1205.84
DG1683 238.0674 51.8154 1.6e-17 1.344e-17 6.005e-18 63.7225 1205.78
DG1684 237.9441 51.5367 1.241e-17 9.063e-18 4.177e-18 121.6792 1204.21
DG1685 237.5073 51.6941 1.537e-17 1.451e-17 6.172e-18 59.6434 1205.69
DG1686 237.5385 51.6218 1.729e-17 1.397e-17 6.181e-18 74.8883 1201.89
DG1687 237.4916 51.5219 1.584e-17 1.215e-17 5.821e-18 52.4387 1205.62
DG1688 237.6281 51.5103 1.68e-17 1.43e-17 6.287e-18 70.2521 1205.34
DG1737 248.6496 108.0247 2.501e-16 1.559e-16 5.373e-17 480.2566 504.62
DG1738 248.0598 106.8568 8.184e-17 5.678e-17 2.912e-17 121.5819 509.79
DG1739 248.3921 107.9637 5.294e-17 4.807e-17 1.99e-17 201.7726 507.15
DG1740 249.5798 107.7933 8.63e-17 6.827e-17 2.967e-17 131.8493 505.4
DG1741 248.4056 108.5117 5.477e-17 4.435e-17 1.966e-17 308.0437 509.39
DG1742 249.1293 108.2292 6.271e-17 5.219e-17 2.215e-17 157.0002 510.12
DG1743 249.8406 108.76 9.001e-17 7.411e-17 3.207e-17 148.1123 504.49
DG1744 248.737 106.9664 8.411e-17 6.856e-17 2.989e-17 178.7865 506.17
DG1745 250.0064 107.9278 5.27e-17 4.043e-17 1.894e-17 168.1185 505.84
DG1746 249.8845 107.4595 5.461e-17 4.736e-17 1.874e-17 179.1597 506.27
DG1747 247.2999 108.1659 1.058e-16 9.908e-17 3.557e-17 166.0753 506.91
DG1748 247.36 107.7048 8.495e-17 6.463e-17 2.787e-17 115.026 507.67
DG1749 248.4433 107.2235 8.548e-17 6.322e-17 3.009e-17 112.705 506.01
DG1750 249.5917 107.2767 8.752e-17 7.67e-17 3.336e-17 141.8277 501.62
DG1751 247.9179 107.8415 8.273e-17 7.437e-17 3.394e-17 181.0956 510.59
DG1752 250.2008 108.5865 7.801e-17 6.829e-17 2.644e-17 123.9361 504.59
DG1753 247.961 107.4835 8.151e-17 6.349e-17 2.92e-17 126.6344 501.82
DG1754 247.7469 108.4326 8.3e-17 5.608e-17 2.757e-17 131.4407 501.97
DG1755 249.5623 107.8972 6.091e-17 5.019e-17 2.067e-17 208.7323 503.61
DG1756 247.2403 108.9172 1.16e-16 9.161e-17 3.506e-17 139.1055 504.98
DG1757 248.246 108.5404 7.383e-17 6.311e-17 2.77e-17 113.1658 509.45
DG1758 248.8001 109.472 7.966e-17 6.511e-17 2.798e-17 130.8347 506.82
DG1759 249.4337 107.5458 7.894e-17 5.93e-17 2.561e-17 125.6169 504.76
DG1760 248.8263 108.416 9.837e-17 7.608e-17 3.188e-17 161.7405 505.47
DG1761 248.5191 106.6943 4.493e-17 4.44e-17 1.948e-17 185.0633 504.78
DG1762 248.7804 108.546 8.772e-17 7.228e-17 3.016e-17 135.8215 507.03
DG1763 248.4916 108.4214 1.198e-16 9.147e-17 3.937e-17 163.5427 505.28
DG1764 248.5304 107.0319 8.655e-17 6.763e-17 2.788e-17 122.3336 502.27
DG1765 248.2957 107.6537 7.742e-17 6.563e-17 2.932e-17 140.1983 507.42
DG1766 248.7923 108.5672 8.469e-17 7.51e-17 3.219e-17 153.0244 501.63
DG1767 248.3687 108.4837 5.649e-17 4.171e-17 2.022e-17 186.0395 510.6
DG1768 247.3855 107.1496 7.163e-17 6.63e-17 3.134e-17 145.077 504.06
DG1769 247.7629 107.2314 5.936e-17 4.846e-17 2.177e-17 137.6459 508.28
DG1770 254.637 125.8493 1.896e-15 1.291e-15 4.446e-16 1366.2515 137.63
DG1771 255.284 127.378 8.389e-16 6.358e-16 2.94e-16 376.9545 137.95
DG1772 254.3284 125.9736 4.219e-16 3.874e-16 1.685e-16 610.1141 136.13
DG1773 255.4922 125.6434 7.271e-16 5.879e-16 2.367e-16 366.9608 137.4
DG1774 255.1121 126.0682 7.778e-16 5.961e-16 3.074e-16 471.4863 137.35
DG1775 254.9367 125.227 6.225e-16 4.789e-16 2.462e-16 384.0485 140.15
DG1776 252.4525 125.1481 1.054e-15 7.4e-16 2.952e-16 432.8691 139.89
DG1777 256.6189 126.8539 7.546e-16 6.188e-16 2.446e-16 468.5468 139.68
DG1778 253.2025 126.7192 6.477e-16 6.1e-16 2.335e-16 488.7999 137.54
DG1779 255.908 125.4776 6.754e-16 5.327e-16 2.267e-16 382.4404 137.34
DG1780 255.5325 125.8022 7.181e-16 5.246e-16 2.464e-16 460.5538 137.16
DG1785 251.4952 114.6905 1.561e-16 1.302e-16 5.608e-17 397.4009 264.01
DG1786 251.5825 114.8885 3.211e-16 2.438e-16 9.981e-17 238.2061 265.1
DG1787 250.756 114.7245 2.034e-16 1.606e-16 7.653e-17 232.7387 263.39
DG1788 251.7156 114.8128 1.48e-16 1.164e-16 5.097e-17 469.6667 263.08
DG1789 251.4044 113.8453 2.386e-16 1.901e-16 7.375e-17 238.9203 264.33
DG1790 251.4084 114.9106 2.323e-16 1.965e-16 8.552e-17 183.2853 261.48
DG1791 251.8549 113.8566 2.26e-16 1.92e-16 8.057e-17 266.8116 262.96
DG1792 252.0322 114.546 2.086e-16 1.843e-16 6.962e-17 216.0918 262.89
DG1828 245.0488 71.9777 6.66e-17 4.919e-17 1.73e-17 209.7186 883.24
DG1829 245.3819 71.9942 2.608e-17 2.199e-17 1.01e-17 73.8987 886.13
DG1830 244.6719 72.389 1.642e-17 1.369e-17 5.859e-18 85.1763 884.34
DG1831 244.8682 72.028 1.906e-17 1.602e-17 7.164e-18 133.2649 884.07
DG1832 245.0599 72.0182 2.356e-17 1.826e-17 8.646e-18 69.6805 882.72
DG1833 244.9258 71.5388 2.324e-17 1.914e-17 8.486e-18 62.6976 885.61
DG1834 244.7913 71.9888 3.721e-17 2.892e-17 1.174e-17 65.2159 887.69
DG1835 245.2324 72.045 2.681e-17 2.353e-17 1.04e-17 72.9184 882.45
DG1836 245.014 72.1986 3.489e-17 2.936e-17 1.122e-17 71.9459 887.02
DG1837 244.8227 72.0178 2.482e-17 2.005e-17 8.032e-18 60.4184 884.65
DG1838 244.9921 72.1641 1.678e-17 1.416e-17 6.439e-18 112.2635 886.09
DG1839 245.2816 72.1701 2.349e-17 2.087e-17 8.846e-18 66.8065 881.82
DG1840 244.9725 72.1011 2.628e-17 1.969e-17 9.68e-18 95.0414 883.96
DG1841 244.5353 71.8207 2.505e-17 1.808e-17 8.496e-18 59.1253 884.82
DG1842 245.5412 71.869 2.29e-17 1.894e-17 8.763e-18 59.7425 888.25
DG1843 245.3246 71.8146 1.84e-17 1.506e-17 7.589e-18 139.1192 883.55
DG1844 245.3142 72.399 2.567e-17 2.062e-17 1.038e-17 79.8114 883.05
DG1845 245.3204 71.899 3.386e-17 3.053e-17 1.041e-17 71.7029 887.92
DG1861 291.7891 108.7226 1.822e-17 1.601e-17 5.971e-18 85.279 850.55
DG1872 278.4671 48.3639 1.689e-15 1.29e-15 4.131e-16 1010.4572 193.52
DG1873 279.2572 48.51 6.661e-16 5.041e-16 2.319e-16 506.3966 195.41
DG1874 280.0163 49.5524 7.164e-16 5.303e-16 2.426e-16 434.4986 192.89
DG1875 279.2032 48.6964 5.379e-16 5.049e-16 1.935e-16 383.5554 192.22
DG1876 277.1715 46.5905 6.355e-16 5.103e-16 2.381e-16 338.1486 195.17
DG1877 277.2357 47.19 4.108e-16 3.581e-16 1.412e-16 397.1548 193.39
DG1878 279.7041 48.0889 6.57e-16 5.216e-16 2.47e-16 409.05 193.07
DG1879 278.9996 50.1016 6.413e-16 5.356e-16 2.154e-16 333.0478 193.82
DG1880 276.6461 47.3125 7.06e-16 5.625e-16 2.418e-16 438.6221 193.88
DG1881 276.5005 47.7164 7.019e-16 5.587e-16 2.537e-16 433.4733 194.46
DG1882 277.3273 49.4108 6.381e-16 5.106e-16 2.197e-16 317.8683 192.28
DG1986 270.916 51.557 2.106e-16 1.678e-16 5.449e-17 263.0885 503.03
DG1987 270.9771 51.135 6.019e-17 5.082e-17 2.084e-17 247.6246 504.64
DG1988 271.7976 51.2468 4.713e-17 4.229e-17 1.927e-17 176.4202 503.72
DG1989 270.6326 51.8982 5.118e-17 4.337e-17 2.12e-17 217.468 505.86
DG1990 272.1787 51.4994 7.533e-17 6.488e-17 2.745e-17 128.4908 502.35
DG1991 271.4513 51.615 5.196e-17 4.244e-17 1.921e-17 272.9355 505.15
DG1992 270.6017 51.0908 5.694e-17 4.62e-17 2.109e-17 136.42 501.29
DG1993 272.0736 51.53 9.258e-17 7.071e-17 3.098e-17 131.2173 505.32
DG1994 271.2445 51.2059 8.024e-17 6.743e-17 2.96e-17 167.5666 500.46
DG1995 271.0345 51.0436 5.805e-17 4.829e-17 2e-17 172.1156 502.68
DG1996 270.4092 51.3746 8.585e-17 6.674e-17 3.226e-17 162.4938 503.11
DG1997 272.061 51.0542 8.499e-17 7.155e-17 2.942e-17 133.9006 505.77
DG1998 270.2287 51.8627 6.025e-17 5.233e-17 2.232e-17 254.2487 504.42
DG1999 269.3484 51.8749 7.963e-17 6.18e-17 2.768e-17 126.0801 503.75
DG2000 270.7605 50.9701 5.548e-17 4.55e-17 1.959e-17 201.5952 505.8
DG2001 270.6708 50.4998 5.522e-17 4.137e-17 1.9e-17 154.2299 501.42
DG2002 271.3023 51.1928 8.086e-17 6.475e-17 2.898e-17 138.5949 501.05
DG2003 271.2065 51.347 5.062e-17 4.389e-17 1.958e-17 278.8793 503.71
DG2004 270.2016 51.2059 6.381e-17 4.787e-17 2.403e-17 206.3849 501.28
DG2005 270.5294 52.0248 8.218e-17 6.837e-17 3.396e-17 143.7884 499.65
DG2006 270.0215 51.2647 8.619e-17 7.536e-17 3.314e-17 150.2633 503.9
DG2007 269.3845 52.1357 1.079e-16 8.939e-17 3.404e-17 177.8129 503.76
DG2008 271.8135 51.7761 6.169e-17 4.918e-17 2.116e-17 194.3722 505.43
DG2011 280.5175 115.406 3.286e-17 2.886e-17 1.21e-17 94.4553 649.13
DG2012 280.4382 115.3333 4.054e-17 3.177e-17 1.446e-17 117.3876 648.52
DG2019 282.2914 62.5493 4.719e-16 3.553e-16 1.146e-16 529.5118 314.61
DG2020 282.3487 62.3931 1.185e-16 9.836e-17 4.218e-17 313.8952 313.66
DG2021 283.45 63.4405 1.998e-16 1.524e-16 6.899e-17 239.3645 313.96
DG2022 282.0291 62.9372 1.712e-16 1.398e-16 5.841e-17 186.7975 314.5
DG2023 280.903 61.4577 1.635e-16 1.362e-16 6.25e-17 187.1314 314.02
DG2024 280.9099 63.5599 2.01e-16 1.587e-16 7.447e-17 205.7339 314.87
DG2025 281.1259 62.4121 1.104e-16 1.006e-16 3.722e-17 226.2739 310.55
DG2026 283.0478 61.5352 1.965e-16 1.307e-16 6.353e-17 183.9646 315.69
DG2027 283.9795 62.105 1.838e-16 1.61e-16 7.659e-17 210.1711 313.59
DG2028 283.1753 62.6988 1.48e-16 1.19e-16 4.734e-17 383.1973 315.75
DG2029 282.8085 62.3544 1.743e-16 1.551e-16 6.095e-17 225.0305 312.81
DG2030 282.4687 61.982 1.223e-16 1.119e-16 4.81e-17 299.0595 314.69
DG2031 280.6039 63.1459 1.882e-16 1.429e-16 5.612e-17 203.3147 312.0
DG2032 281.2961 62.6127 1.268e-16 1.044e-16 4.085e-17 239.2062 315.47
DG2033 282.4372 63.6978 1.731e-16 1.486e-16 6.146e-17 199.7992 316.81
DG2034 282.5246 64.1708 1.218e-16 1.082e-16 4.507e-17 202.0463 311.6
DG2035 282.3894 62.4708 1.93e-16 1.455e-16 6.537e-17 232.7758 309.6
DG2036 283.777 63.1667 1.975e-16 1.512e-16 6.185e-17 197.4927 314.52
DG2037 281.2677 62.1479 2.572e-16 2.06e-16 7.52e-17 187.6217 314.63
DG2038 292.1635 48.9725 1.508e-16 1.102e-16 3.721e-17 246.2712 548.86
DG2039 291.437 48.4257 6.218e-17 5.071e-17 2.236e-17 123.1636 550.98
DG2040 292.2665 49.1338 5.651e-17 4.314e-17 1.975e-17 101.3708 552.45
DG2041 290.9914 49.3597 5.82e-17 4.752e-17 1.975e-17 147.6664 550.08
DG2042 292.2863 48.5272 6.541e-17 5.106e-17 2.272e-17 113.4056 550.4
DG2043 293.0769 49.119 5.93e-17 4.478e-17 1.958e-17 110.0988 548.93
DG2044 292.4872 48.8052 4.109e-17 3.763e-17 1.697e-17 172.1335 551.01
DG2045 292.4715 48.1872 5.971e-17 5.206e-17 2.23e-17 100.1726 553.75
DG2046 293.1818 48.3521 7.964e-17 5.817e-17 2.406e-17 114.8848 553.71
DG2047 291.1951 48.5917 5.634e-17 4.643e-17 1.971e-17 129.3642 554.02
DG2048 292.8314 48.657 3.85e-17 3.097e-17 1.28e-17 170.2569 552.98
