Name Equat Polar BlueF GreenF RedF Size RadialVelocity
DG5439 268.4642 124.3419 1.767e-25 4.609e-27 1.851e-32 510.967 134.11
DG5440 267.4277 125.5067 1.766e-25 4.0229999999999996e-27 2.062e-32 405.8269 135.14
DG5441 270.2235 124.4229 8.636e-15 6.791e-15 2.965e-15 380.2189 134.23
DG5442 269.0286 123.622 1.8140000000000001e-25 4.5169999999999996e-27 1.9990000000000002e-32 499.2071 134.3
DG5443 268.2243 125.8206 8.12e-15 6.115e-15 2.853e-15 371.7085 134.0
DG5444 269.022 125.765 1.668e-25 4.142e-27 1.896e-32 367.3828 135.07
DG5445 272.3523 124.024 4.024e-16 3.038e-16 9.87e-17 119.9666 982.23
DG5446 272.2529 123.8786 1.4880000000000001e-25 3.782e-27 1.983e-32 56.1046 982.18
DG5447 272.2914 124.2568 1.34e-16 1.108e-16 5.288e-17 47.7432 984.39
DG5448 272.3355 124.2396 1.395e-16 1.129e-16 5.157e-17 48.9534 983.79
DG5449 272.3454 123.7781 1.309e-16 1.183e-16 5.147e-17 45.8294 983.56
DG5450 272.68 123.92 1.25e-16 1.177e-16 5.258e-17 38.2183 984.65
DG5451 272.4252 124.2767 1.534e-25 3.622e-27 2.0030000000000002e-32 56.8243 983.95
DG5452 271.9713 123.9928 1.383e-25 3.806e-27 1.896e-32 58.6722 982.8
DG5453 272.4666 123.941 9.444e-17 8.401e-17 3.397e-17 97.3113 984.35
DG5454 272.4415 124.0036 1.099e-16 8e-17 3.925e-17 113.2156 983.88
DG5455 272.4058 123.9013 1.436e-16 1.281e-16 6.216e-17 49.3289 982.4
DG5456 272.3107 123.9442 1.534e-25 3.971e-27 1.7930000000000002e-32 55.5633 984.18
DG5457 272.6077 123.9515 1.088e-16 8.489e-17 3.611e-17 74.6617 985.25
DG5458 272.4984 124.0957 1.464e-25 3.855e-27 1.872e-32 45.1734 987.36
DG5459 272.3778 124.2462 1.494e-16 1.183e-16 5.117e-17 38.648 986.33
DG5460 272.3262 123.7581 1.361e-16 1.102e-16 4.843e-17 44.7859 983.91
DG5469 260.8072 66.7568 3.492e-16 2.745e-16 1.21e-16 69.8333 613.63
DG5470 260.8971 66.7442 4.985e-16 3.958e-16 1.531e-16 80.3616 613.41
DG5471 260.7633 66.8731 3.627e-16 3.022e-16 1.242e-16 77.7811 613.12
DG5472 260.7726 66.8241 6.275000000000001e-26 1.744e-27 8.119e-33 106.5569 614.4
DG5473 287.2779 57.7566 3.362e-15 2.76e-15 1.122e-15 281.3341 179.67
DG5474 287.4375 57.1753 3.216e-15 2.705e-15 1.234e-15 257.6204 179.7
DG5475 287.162 57.0945 3.249e-15 2.594e-15 9.926e-16 218.9394 178.92
DG5476 288.0761 57.5422 2.307e-15 1.793e-15 7.86e-16 191.6167 179.32
DG5502 276.3635 66.9956 4.498e-16 3.872e-16 1.597e-16 86.3403 537.25
DG5503 276.3036 66.9347 4.934e-16 3.547e-16 1.503e-16 83.3731 536.94
DG5712 236.2546 125.8028 7.835000000000001e-26 1.846e-27 8.893e-33 191.0508 249.03
DG5713 236.4408 125.8118 2.266e-15 1.89e-15 8.606e-16 213.3097 249.09
DG5752 234.0244 74.7814 1.518e-15 1.285e-15 4.797e-16 351.5681 481.13
DG5753 233.5334 73.7391 7.022e-16 5.524e-16 2.486e-16 112.2504 484.34
DG5754 233.0917 74.7208 4.499e-16 3.547e-16 1.632e-16 108.6299 490.34
DG5755 234.7188 75.2216 4.2e-16 3.636e-16 1.694e-16 169.3093 486.49
DG5756 233.6223 74.5474 8.913e-16 7.45e-16 2.949e-16 94.1732 493.15
DG5757 234.4169 75.2315 4.513e-16 3.786e-16 1.736e-16 140.5806 482.42
DG5758 234.1746 73.8991 5.456e-26 1.308e-27 6.1219999999999995e-33 96.737 491.65
DG5759 233.8262 73.9747 6.909e-16 5.822e-16 2.33e-16 101.7595 483.72
DG5760 234.5152 75.1737 4.533e-16 3.619e-16 1.617e-16 118.8381 489.2
DG5761 234.2878 74.7598 4.399e-16 3.165e-16 1.561e-16 197.6459 487.77
DG5762 234.1512 75.0459 5.014e-16 4.038e-16 1.694e-16 242.9114 486.61
DG5763 234.2389 75.2429 4.322e-16 3.86e-16 1.825e-16 149.583 488.21
DG5764 232.6235 75.0741 6.717e-16 5.111e-16 2.071e-16 98.5622 483.58
DG5765 234.1233 74.6974 4.6e-16 3.468e-16 1.753e-16 255.2722 487.84
DG5766 235.004 75.5043 5.771e-16 5.025e-16 2.329e-16 99.8506 492.74
DG5767 233.6313 75.1646 6.674e-16 4.829e-16 2.478e-16 110.9063 487.19
DG5768 234.3231 75.1316 4.133e-16 3.73e-16 1.626e-16 206.3981 492.53
DG5769 234.3777 74.2998 4.463e-16 3.43e-16 1.453e-16 138.9326 485.96
DG5770 232.753 75.4428 5.897e-16 5.304e-16 2.163e-16 101.5314 490.56
DG5771 233.8977 75.3977 5.243e-16 4.009e-16 1.984e-16 192.3993 489.08
DG5772 233.4144 76.0172 5.905e-16 4.773e-16 2.325e-16 102.7824 493.33
DG5773 234.4703 75.4698 5.222e-26 1.457e-27 6.699e-33 126.666 483.16
DG5774 232.8122 75.093 4.9810000000000007e-26 1.347e-27 6.280999999999999e-33 167.405 484.64
DG5775 233.5628 75.0458 4.267e-16 3.5e-16 1.522e-16 235.0463 491.68
DG5776 234.4058 73.6932 6.321e-16 4.836e-16 2.154e-16 100.7676 482.58
DG5777 234.3336 75.3873 6.971e-16 6.465e-16 2.525e-16 134.9881 485.21
DG5778 234.1504 75.3113 4.346e-16 4.12e-16 1.678e-16 197.192 493.65
DG5779 234.6327 75.2753 4.463e-16 3.625e-16 1.671e-16 107.8947 488.26
DG5780 233.9675 75.251 4.466e-16 3.304e-16 1.567e-16 138.0196 485.41
DG5781 234.5635 75.3678 5.417e-26 1.3899999999999999e-27 6.75e-33 134.5477 489.77
DG5782 232.9208 74.6131 6.536e-16 5.113e-16 2.203e-16 101.8424 483.13
DG5783 233.969 74.3904 5.303e-26 1.468e-27 7.11e-33 133.6776 488.45
DG5784 234.5741 75.4927 6.125e-16 5.431e-16 2.052e-16 89.2493 493.51
DG5785 234.1666 74.9891 5.653e-26 1.456e-27 6.286e-33 105.8895 487.93
DG0049 67.1885 41.0695 1.588e-15 1.315e-15 5.57e-16 232.4746 216.77
DG0142 19.9427 30.8768 2.081e-15 1.475e-15 5.369e-16 321.5012 437.42
DG0143 19.7705 30.8461 7.413e-16 5.374e-16 2.505e-16 109.9185 438.84
DG0144 18.786 30.5511 6.876e-16 6.157e-16 2.522e-16 94.471 438.75
DG0145 19.5099 30.9284 5.525e-16 4.256e-16 1.927e-16 188.1383 438.46
DG0146 19.5169 31.3945 6.748e-16 5.983e-16 2.538e-16 106.5259 439.17
DG0147 18.9244 30.9293 9.817e-16 8.856e-16 3.249e-16 122.7255 438.58
DG0148 19.0792 31.0984 7.588e-16 5.924e-16 2.655e-16 120.1686 438.99
DG0149 19.6084 31.6076 6.491e-16 5.696e-16 2.588e-16 109.0858 437.34
DG0150 20.8968 30.8909 6.092e-16 5.825e-16 2.612e-16 102.5019 438.4
DG0151 18.5495 30.7466 7.737e-16 6.593e-16 2.782e-16 124.9342 437.41
DG0152 20.4226 30.7641 7.289e-16 5.372e-16 2.504e-16 92.352 437.43
DG0153 20.5717 31.1766 5.263e-16 4.368e-16 2.069e-16 161.1877 435.12
DG0154 20.0868 30.6484 1.008e-15 8.081e-16 3.434e-16 115.7404 436.73
DG0155 19.687 30.9095 5.408e-16 4.101e-16 1.764e-16 201.9543 437.75
DG0156 21.1574 30.8013 8.123e-16 6.918e-16 2.668e-16 113.0149 436.84
DG0167 145.1845 48.0151 6.408e-16 6.075e-16 2.377e-16 200.778 419.38
DG0168 145.3207 47.9179 8.007e-16 7.373e-16 3.103e-16 123.1075 419.11
DG0169 145.1385 47.9614 6.018e-26 1.375e-27 6.812e-33 161.6252 418.95
DG0170 145.4928 48.2752 9.514e-16 7.402e-16 2.993e-16 127.3469 416.71
DG0171 145.1552 47.6523 1.224e-15 9.914e-16 3.908e-16 133.7769 416.97
DG0172 145.4423 48.2125 9.988e-16 7.622e-16 3.811e-16 138.866 419.37
DG0184 53.1731 30.5579 1.819e-16 1.256e-16 6.547e-17 125.4798 717.42
DG0185 53.0003 30.4952 2.392e-16 2.042e-16 8.806e-17 54.1295 717.58
DG0186 53.4081 30.6497 1.779e-16 1.577e-16 6.709e-17 69.2095 716.11
DG0187 53.4557 30.4755 2.817e-16 2.344e-16 1.103e-16 64.1814 715.5
DG0188 53.2804 30.651 2.443e-16 2.157e-16 9.214e-17 63.0244 716.96
DG0189 53.4668 30.4351 2.919e-16 2.356e-16 1.067e-16 66.2466 715.54
DG0190 53.3629 30.525 1.731e-16 1.58e-16 6.601e-17 58.199 716.97
DG0214 7.674 21.4293 3.843e-15 2.953e-15 8.843e-16 483.7517 263.7
DG0215 9.1214 21.8812 1.438e-15 9.965e-16 4.814e-16 165.9098 266.51
DG0216 7.9085 22.1354 1.375e-15 1.057e-15 4.975e-16 146.2049 267.13
DG0217 10.1111 21.439 1.441e-15 9.984e-16 4.462e-16 152.1829 265.45
DG0218 8.2265 21.3384 1.518e-15 1.152e-15 5.472e-16 196.1254 267.09
DG0219 9.3586 21.557 6.858e-26 1.55e-27 7.502e-33 133.6302 267.31
DG0220 5.4211 21.4641 1.404e-15 1.229e-15 5.462e-16 140.6094 267.72
DG0221 7.7598 20.4323 1.514e-15 1.248e-15 5.928e-16 162.4565 266.37
DG0222 7.8892 21.2012 1.57e-15 1.327e-15 5.28e-16 157.0694 267.62
DG0223 10.312 21.6716 1.326e-15 1.12e-15 4.573e-16 142.7946 265.05
DG0224 7.7635 21.0973 1.409e-15 9.994e-16 4.968e-16 153.9044 265.22
DG0225 8.6918 21.0094 1.074e-15 8.463e-16 3.979e-16 297.5052 266.15
DG0226 7.3935 21.1803 1.382e-15 9.883e-16 4.783e-16 164.0033 266.38
DG0227 6.2247 21.9448 1.329e-15 1.002e-15 4.776e-16 158.0856 266.65
DG0252 33.6728 40.1106 4.8e-16 3.506e-16 1.272e-16 133.3475 1004.56
DG0253 33.8029 40.0342 1.823e-16 1.319e-16 7.017e-17 51.7305 1003.87
DG0254 33.7273 40.097 1.793e-16 1.494e-16 6.719e-17 55.8734 1004.71
DG0255 33.8451 40.115 2.276e-16 1.786e-16 8.161e-17 46.906 1004.5
DG0256 33.6658 40.2364 1.448e-16 1.305e-16 6.289e-17 53.3067 1001.37
DG0257 33.3857 40.0513 1.278e-25 3.365e-27 1.6070000000000001e-32 55.9491 1003.04
DG0258 33.4989 40.0726 1.631e-16 1.574e-16 7.47e-17 54.9302 1004.92
DG0259 33.7606 40.3046 1.2400000000000002e-25 3.268e-27 1.682e-32 47.829 1002.92
DG0260 33.5233 40.0425 1.633e-16 1.281e-16 5.468e-17 46.9454 1004.03
DG0261 33.4825 40.1127 1.715e-16 1.293e-16 7.549e-17 49.2358 1001.58
DG0262 204.9694 24.868 6.386e-16 5.19e-16 2.145e-16 194.2722 351.79
DG0263 204.5432 24.7809 9.776e-16 8.4e-16 3.198e-16 149.5367 350.72
DG0264 205.0876 24.8036 8.325e-16 7.564e-16 2.982e-16 125.39 351.25
DG0265 204.6555 24.8231 8.217e-16 6.469e-16 3.285e-16 101.2052 351.64
DG0266 204.9912 24.7106 9.113e-16 8.464e-16 3.622e-16 140.8168 351.83
DG0303 279.2202 32.9127 3.567e-16 3.009e-16 9.979e-17 71.0105 1081.92
DG0304 278.9943 32.794 1.52e-16 1.145e-16 5.593e-17 45.0948 1080.8
DG0305 279.2146 32.8628 8.755e-17 7.956e-17 3.441e-17 104.0802 1079.14
DG0306 279.0651 32.9309 1.272e-16 1.07e-16 4.48e-17 42.7399 1080.84
DG0307 279.3122 32.8105 1.329e-16 1.083e-16 5.619e-17 43.2111 1081.43
DG0308 279.2238 33.0534 1.225e-16 9.921e-17 5.499e-17 44.2324 1079.13
DG0309 279.1893 33.0269 1.304e-16 1.129e-16 5.455e-17 54.3049 1081.06
DG0310 279.1581 32.9501 1.183e-16 1.034e-16 4.644e-17 35.1675 1079.32
DG0311 279.3213 33.0391 1.31e-16 1.24e-16 5.238e-17 51.6927 1079.96
DG0312 279.0887 33.0046 1.21e-16 1.012e-16 4.386e-17 44.1118 1080.4
DG0325 279.8898 43.2479 1.387e-16 1.173e-16 5.394e-17 78.5586 833.36
DG0326 279.774 43.1519 8.121e-26 2.174e-27 1.09e-32 57.1583 832.99
DG0327 279.9048 43.2428 9.473000000000001e-26 2.192e-27 1.132e-32 72.4477 832.63
DG0328 279.8697 43.2231 1.561e-16 1.24e-16 5.08e-17 84.4198 834.13
DG0404 65.9634 46.9594 5.673e-26 1.443e-27 7.039e-33 177.9789 292.0
DG0405 66.2541 46.8143 7.16e-16 6.092e-16 2.813e-16 163.4395 292.6
DG0406 66.4202 46.9219 1.11e-15 9.096e-16 3.743e-16 129.3043 291.86
DG0407 66.5383 47.2911 5.687000000000001e-26 1.344e-27 6.989999999999999e-33 188.5341 292.53
DG0497 68.9765 45.7822 1.423e-15 1.133e-15 4.67e-16 161.3062 277.63
DG0498 69.1723 45.7113 9.393e-16 7.228e-16 3.599e-16 156.8318 277.51
DG0512 356.838 18.1524 2.29e-15 1.944e-15 8.79e-16 514.886 209.12
DG0513 355.2373 18.2063 3.731e-15 2.832e-15 1.248e-15 255.5857 208.59
DG0514 357.1535 18.4577 9.721e-26 2.361e-27 1.22e-32 312.7215 209.6
DG0515 358.5807 18.0814 3.169e-15 2.727e-15 1.142e-15 245.7617 208.67
DG0516 358.3202 18.3213 3.643e-15 2.952e-15 1.281e-15 245.7602 209.14
DG0517 354.2769 17.9992 3.892e-15 3.113e-15 1.219e-15 257.7779 208.01
DG0518 354.7875 18.1778 2.681e-15 2.227e-15 9.546e-16 285.3964 209.68
DG0529 277.2719 43.981 1.277e-16 9.51e-17 4.949e-17 42.0589 1105.31
DG0530 277.2301 43.9597 1.616e-25 5.14e-27 2.3300000000000001e-32 56.513 1105.6
DG0531 277.3154 43.9766 1.369e-16 1.107e-16 5.382e-17 46.7946 1105.51
DG0546 228.9133 11.2993 1.574e-15 1.283e-15 5.291e-16 237.7491 273.7
DG0555 55.7776 30.6352 1.307e-15 8.791e-16 3.304e-16 161.5043 541.12
DG0556 55.319 30.1593 4.906e-16 3.985e-16 1.86e-16 92.0507 543.37
DG0557 56.48 30.5875 6.719e-16 5.18e-16 2.228e-16 95.1227 539.1
DG0558 56.3136 30.287 4.557e-16 3.953e-16 1.749e-16 95.0535 540.7
DG0559 55.0149 30.3642 6.268e-16 5.196e-16 2.014e-16 86.6111 545.1
DG0560 56.5418 30.1589 5.1e-16 3.966e-16 1.763e-16 108.7076 541.35
DG0561 57.2301 30.2332 4.827e-16 3.636e-16 1.518e-16 84.8863 543.04
DG0562 56.423 30.2352 3.163e-16 2.555e-16 1.155e-16 121.2643 544.14
DG0563 56.6501 30.867 4.891e-16 4e-16 1.645e-16 91.0765 540.73
DG0564 55.5424 30.3615 3.548e-16 2.831e-16 1.251e-16 158.9023 543.48
DG0565 55.5168 30.7965 3.079e-16 2.661e-16 1.071e-16 183.6488 540.38
DG0566 54.3984 30.5204 6.691e-16 5.248e-16 2.126e-16 92.2562 540.96
DG0567 54.8909 30.366 3.313e-16 2.448e-16 1.12e-16 131.825 539.52
DG0568 57.1838 30.6394 6.886e-16 5.49e-16 1.974e-16 93.7437 543.0
DG0569 56.3312 30.5576 5.936000000000001e-26 1.531e-27 6.876999999999999e-33 109.1949 539.46
DG0570 54.3343 30.4038 4.569e-16 3.862e-16 1.902e-16 90.3907 545.06
DG0571 56.6271 30.1839 6.87e-16 4.966e-16 1.942e-16 79.4032 540.45
DG0572 54.4843 30.249 4.451e-16 3.668e-16 1.658e-16 91.3111 543.47
DG0573 55.742 30.6503 2.978e-16 2.526e-16 1.113e-16 176.8484 541.85
DG0574 56.1916 30.7997 4.067e-16 3.559e-16 1.556e-16 76.0435 544.39
DG0575 55.6255 31.187 5.999000000000001e-26 1.56e-27 7.265e-33 98.0166 540.3
DG0576 56.6178 30.8563 3.08e-16 2.555e-16 1.105e-16 99.5938 544.34
DG0577 57.03 30.8551 2.816e-16 2.432e-16 1.098e-16 97.008 540.97
DG0661 28.1358 25.9539 7.494e-16 6.07e-16 2.249e-16 224.567 669.0
DG0662 27.6875 25.4706 3.203e-16 2.573e-16 1.263e-16 82.3302 668.86
DG0663 28.3965 25.7811 1.856e-16 1.51e-16 7.302e-17 75.7622 668.25
DG0664 28.1433 26.2253 3.051e-16 2.525e-16 1.2e-16 71.0321 669.12
DG0665 28.2965 25.6066 7.204000000000001e-26 1.905e-27 8.112e-33 77.5065 668.51
DG0666 28.7625 25.5599 6.808e-26 1.642e-27 8.801999999999999e-33 70.0914 664.3
DG0667 27.9999 26.1394 4.044e-16 3.079e-16 1.322e-16 70.1397 667.16
DG0668 28.2068 25.5414 2.427e-16 2.209e-16 1.071e-16 65.2073 667.04
DG0669 28.4702 25.9387 2.804e-16 2.35e-16 1.041e-16 59.2885 668.53
DG0670 27.3778 26.1856 2.788e-16 2.549e-16 1.163e-16 69.6768 666.2
DG0671 27.0485 26.0389 2.006e-16 1.666e-16 7.238e-17 83.9152 667.11
DG0672 28.5811 25.908 1.845e-16 1.523e-16 7.024e-17 89.2 667.7
DG0673 27.7909 25.7795 2.586e-16 2.282e-16 9.379e-17 62.5376 669.15
DG0674 27.3592 26.2308 6.765e-26 1.627e-27 8.632e-33 73.0274 667.43
DG0675 27.6693 25.9614 2.683e-16 2.535e-16 9.136e-17 56.5913 668.58
DG0676 28.0615 26.1192 3.045e-16 2.657e-16 1.196e-16 63.2123 663.67
DG0677 28.5427 25.7499 1.943e-16 1.419e-16 6.293e-17 84.0307 666.75
DG0678 28.9284 26.0687 2.755e-16 2.246e-16 9.511e-17 61.6013 669.07
DG0680 139.0508 49.1455 2.197e-15 1.741e-15 5.289e-16 397.2399 387.77
DG0681 139.2524 48.8153 5.787e-16 4.557e-16 2.012e-16 128.6434 387.27
DG0682 139.7946 48.6158 5.285e-26 1.434e-27 6.196999999999999e-33 143.0102 384.76
DG0683 138.8553 48.6424 5.722000000000001e-26 1.357e-27 6.678e-33 121.4531 386.47
DG0684 138.4044 49.1228 5.558e-26 1.46e-27 6.882e-33 133.5311 386.6
DG0685 138.8045 49.1584 8.464e-16 5.918e-16 2.866e-16 113.7573 385.4
DG0686 139.0243 48.5342 8.246e-16 6.198e-16 2.956e-16 107.2213 384.28
DG0687 138.7571 49.1897 5.1400000000000004e-26 1.421e-27 7.097e-33 127.6529 386.13
DG0688 139.1837 49.8631 8.493e-16 6.283e-16 2.715e-16 90.8397 387.02
DG0689 138.8931 49.3762 5.517e-26 1.494e-27 6.85e-33 117.8778 387.2
DG0690 138.9314 48.8054 6.447e-16 5.175e-16 2.163e-16 232.0026 384.8
DG0691 138.9923 49.1239 5.423000000000001e-26 1.403e-27 6.247e-33 148.431 384.42
DG0692 138.6421 49.2562 5.342000000000001e-26 1.517e-27 6.238999999999999e-33 150.2711 387.36
DG0693 138.8777 48.8121 8.778e-16 7.098e-16 3.414e-16 122.8736 387.19
DG0740 300.0142 12.5976 1.317e-16 1.135e-16 4.887e-17 114.6106 953.92
DG0741 300.6749 12.7257 1.269e-16 1.112e-16 4.227e-17 60.8778 954.42
DG0742 299.9286 12.611 1.103e-25 2.946e-27 1.514e-32 71.0465 955.19
DG0743 299.1738 12.6044 1.994e-16 1.539e-16 6.499e-17 55.757 955.2
DG0744 299.7073 12.4781 2.349e-16 1.864e-16 8.46e-17 55.8073 954.23
DG0745 299.6815 12.7817 1.659e-16 1.382e-16 5.993e-17 49.3546 954.83
DG0746 300.6429 12.4822 1.867e-16 1.475e-16 7.071e-17 63.872 955.44
DG0747 300.6888 12.5244 1.213e-16 1.047e-16 4.898e-17 52.7119 954.21
DG0767 68.906 39.5474 3.992e-16 3.181e-16 1.114e-16 162.9376 1018.37
DG0768 68.92 39.6843 1.352e-25 3.672e-27 1.781e-32 59.1568 1023.41
DG0769 68.6157 39.8776 1.284e-16 1.224e-16 5.156e-17 46.4182 1021.87
DG0770 68.7879 39.2092 1.557e-16 1.204e-16 5.309e-17 43.6608 1019.23
DG0771 68.9366 39.3187 1.416e-16 1.017e-16 5.418e-17 47.3943 1018.87
DG0772 68.6372 39.6383 1.489e-16 1.134e-16 5.009e-17 39.9881 1020.94
DG0773 68.8278 39.4571 1.059e-16 7.844e-17 3.86e-17 100.2287 1018.79
DG0774 69.1377 39.9222 1.505e-16 1.266e-16 6.341e-17 52.4561 1022.92
DG0775 69.1334 39.5733 1.111e-16 8.96e-17 4.173e-17 74.5928 1021.58
DG0776 69.2851 39.7983 1.602e-16 1.24e-16 6.387e-17 52.4612 1019.29
DG0777 69.3399 39.4954 1.418e-16 1.148e-16 5.059e-17 42.642 1020.52
DG0778 68.6506 39.7164 1.114e-16 9.572e-17 4.272e-17 89.357 1019.77
DG0779 69.2978 39.2412 1.476e-16 1.132e-16 4.772e-17 43.9258 1023.16
DG0780 68.7461 39.7593 1.467e-16 1.18e-16 5.335e-17 43.3102 1018.09
DG0781 69.4252 39.5538 1.349e-16 1.231e-16 5.119e-17 38.904 1023.22
DG0782 68.4113 39.2854 1.452e-16 1.191e-16 4.876e-17 46.4974 1021.85
DG0783 68.6201 39.6663 9.401e-17 8.936e-17 3.638e-17 70.1945 1023.02
DG0784 69.1606 39.6807 1.513e-25 3.8279999999999996e-27 1.887e-32 49.6209 1019.87
DG0785 69.3467 39.7821 1.4010000000000002e-25 3.78e-27 1.847e-32 61.1034 1023.41
DG0786 68.6023 39.6237 1.323e-16 1.117e-16 5.312e-17 41.5739 1021.48
DG0787 68.3809 39.5089 1.3350000000000001e-25 3.809e-27 1.878e-32 53.0331 1020.54
DG0795 119.7555 28.5065 2.462e-16 2.035e-16 8.6e-17 144.4097 638.89
DG0796 120.1356 28.6605 3.428e-16 2.691e-16 1.203e-16 70.0283 639.87
DG0797 119.6326 28.4849 6.728000000000001e-26 1.641e-27 8.107e-33 78.289 641.09
DG0798 119.2255 28.7045 3.452e-16 3.098e-16 1.246e-16 78.6099 639.32
DG0799 119.8336 28.4644 6.41e-26 1.754e-27 8.108e-33 92.3931 640.03
DG0800 119.3711 28.4093 3.208e-16 2.835e-16 1.12e-16 73.99 640.29
DG0801 119.2989 28.3342 3.794e-16 2.921e-16 1.409e-16 85.5291 641.18
DG0802 119.7875 28.4072 3.079e-16 2.549e-16 1.228e-16 65.4537 640.49
DG0807 97.3089 11.9392 4.208e-15 3.193e-15 1.049e-15 444.6153 270.49
DG0808 93.1481 11.6628 1.636e-15 1.476e-15 6.761e-16 211.8269 270.13
DG0809 99.3612 12.7816 6.773e-26 1.5409999999999999e-27 7.689999999999999e-33 169.8526 270.35
DG0810 92.1442 11.6877 6.234e-26 1.641e-27 7.478e-33 190.2987 270.37
DG0811 101.1553 12.6912 1.215e-15 8.916e-16 4.29e-16 201.1016 270.04
DG0812 93.9317 11.8675 6.297e-26 1.581e-27 7.62e-33 196.7904 271.35
DG0813 96.1154 11.7669 1.64e-15 1.389e-15 5.125e-16 160.9508 272.04
DG0814 96.0932 12.0414 1.738e-15 1.511e-15 6.779e-16 197.559 270.32
DG0815 100.5395 11.4028 1.89e-15 1.371e-15 7.044e-16 197.0129 272.18
DG0816 94.852 12.5773 1.514e-15 1.215e-15 5.411e-16 141.3897 271.84
DG0817 97.3777 12.3785 6.43e-26 1.814e-27 7.611e-33 203.6117 271.7
DG0818 97.5701 10.9047 1.584e-15 1.29e-15 5.895e-16 180.878 269.88
DG0819 96.0691 11.916 1.87e-15 1.467e-15 6.486e-16 177.5899 271.5
DG0904 149.8152 43.6815 1.282e-15 9.692e-16 3.13e-16 220.8847 488.77
DG0905 149.2509 44.6408 4.5e-16 3.286e-16 1.711e-16 83.1245 494.07
DG0906 149.8552 44.6248 6.69e-16 5.018e-16 2.117e-16 88.7217 494.14
DG0907 151.3257 43.65 4.603e-16 3.659e-16 1.54e-16 85.1705 489.33
DG0908 151.3218 44.0724 4.457e-16 3.858e-16 1.612e-16 81.6701 491.67
DG0909 149.2126 44.7141 5.773e-26 1.486e-27 6.694999999999999e-33 90.6943 485.16
DG0910 149.1424 43.1083 3.099e-16 2.671e-16 1.181e-16 123.946 484.21
DG0911 149.4739 44.1319 4.853e-16 3.107e-16 1.648e-16 90.1758 489.74
DG0912 150.4396 43.2388 3.778e-16 2.938e-16 1.311e-16 148.657 490.79
DG0913 150.7412 43.6826 5.665e-26 1.45e-27 7.102e-33 109.0015 491.12
DG0914 148.5784 43.6863 6.262e-16 5.25e-16 2.213e-16 107.6994 493.76
DG0915 149.8037 42.9816 3.124e-16 2.646e-16 1.092e-16 137.3596 484.16
DG0916 151.3313 43.4098 4.264e-16 4.025e-16 1.599e-16 78.4298 491.49
DG0917 149.8363 43.0479 4.456e-16 3.446e-16 1.757e-16 85.086 482.61
DG0918 149.3706 43.2946 3.221e-16 2.257e-16 1.04e-16 115.0759 490.35
DG0919 149.7286 42.8479 6.248e-16 5.127e-16 2.168e-16 75.5466 487.38
DG0920 149.2047 43.0388 3.022e-16 2.548e-16 1.299e-16 146.9918 483.34
DG0921 148.7905 44.1145 4.442e-16 3.635e-16 1.695e-16 79.2263 489.45
DG0922 148.1076 43.6668 3.933e-16 3.567e-16 1.605e-16 83.8489 493.86
DG0923 149.5287 43.6479 4.331e-16 3.623e-16 1.644e-16 81.2499 486.85
DG0924 149.1562 43.6287 2.866e-16 2.257e-16 1.066e-16 166.2274 492.35
DG0925 150.5889 44.4017 4.582e-16 3.602e-16 1.46e-16 90.88 489.17
DG0926 151.0646 43.9895 4.317e-16 3.253e-16 1.623e-16 89.5332 483.72
DG0927 150.858 43.2983 4.179e-16 3.788e-16 1.488e-16 81.1812 493.94
DG0928 151.1581 44.7239 4.598e-16 3.701e-16 1.607e-16 73.0998 488.69
DG0929 150.3038 43.5705 5.022e-16 4.338e-16 1.904e-16 90.6567 489.83
DG0930 148.7658 43.8595 4.532e-16 3.632e-16 1.455e-16 78.2947 490.81
DG0931 150.1472 43.5046 3.055e-16 2.801e-16 1.117e-16 199.8457 492.96
DG0932 147.8749 43.919 5.488000000000001e-26 1.542e-27 7.155999999999999e-33 122.4342 493.27
DG0933 150.6607 43.8572 4.611e-16 3.777e-16 1.769e-16 103.7079 492.3
DG0934 149.5834 43.8555 4.375e-16 3.708e-16 1.657e-16 81.2599 487.63
DG0935 148.9311 43.4561 5.474e-26 1.52e-27 6.803e-33 105.1296 486.26
DG0936 149.7389 43.3943 2.713e-16 2.471e-16 1.151e-16 175.3487 492.94
DG0937 150.3082 44.8796 4.873e-16 4.158e-16 1.916e-16 101.0915 486.1
DG0938 148.8198 43.2628 4.456e-16 3.876e-16 1.426e-16 76.095 484.46
DG0939 150.7063 43.9309 4.65e-16 4.1e-16 1.775e-16 104.5408 491.19
DG0940 150.481 44.259 4.8e-16 3.914e-16 1.779e-16 92.6632 491.63
DG0941 23.8734 47.3115 1.616e-15 1.162e-15 3.812e-16 383.0723 451.41
DG0942 23.7638 47.2266 5.347e-16 4.181e-16 2.046e-16 85.4924 451.54
DG0943 24.0989 47.149 5.988e-16 4.711e-16 1.879e-16 93.5576 449.41
DG0944 23.9708 47.1617 5.329e-16 4.432e-16 1.801e-16 90.8674 449.98
DG0945 24.4133 47.2135 5.809e-16 4.698e-16 2.2e-16 111.0071 453.44
DG0946 24.1672 46.92 5.277e-16 4.203e-16 1.868e-16 92.8648 451.85
DG0948 24.0158 47.4764 7.772e-16 5.838e-16 2.592e-16 80.7587 451.26
DG0949 24.3994 47.5489 5.617e-16 3.988e-16 1.894e-16 93.932 450.14
